historical_accident_rate,congestion_probability,verified_incident_density,road_condition_quality,lighting_quality,speed_variance_ratio,weather_severity,accident
0.2703452263377085,0.5472382450524955,0.31210275914927355,0.292611078834643,0.8629160143034047,0.1286561284331489,0.7939902902453226,0
0.7681521087219072,0.6963008512305778,0.4292844551006979,0.030627206835934895,0.061262306715770154,0.5935982756155183,0.3376919115935487,1
0.0723433889918218,0.1592278225083974,0.07562656548788638,0.7691862012248887,0.07629283294386646,0.14776226728167163,0.6254502857531868,0
0.6249488241409268,0.31451148096393766,0.7893303032493076,0.6251929102742751,0.15516091883403937,0.18304263533662135,0.543000381383805,1
0.998933625204296,0.7161210042500564,0.4484903505194706,0.25045483547500746,0.2645710331697555,0.9521527379546941,0.8640288829517819,1
0.8663747373989499,0.1520019932099389,0.08739789386164087,0.9615409924065071,0.7090296679501309,0.029165662696446826,0.8194826308953961,0
0.8756580522899685,0.8497084763496754,0.472941922472217,0.8984280298136806,0.5324176291160967,0.18683022344352418,0.21794731794178301,0
0.6803571528382734,0.4560427941624261,0.7132746219689481,0.9643758570637437,0.42604458331483996,0.6712190082774041,0.7501117946847243,0
0.46118712759584524,0.5859902502085138,0.4730378901067196,0.5122363289412973,0.7825884909340046,0.21689402070674757,0.7925684580946482,0
0.67721553195935,0.08039839837549423,0.9686327597785561,0.23516648899343695,0.3171605983617457,0.18194000440207447,0.9191856636953806,0
0.32119233711213013,0.9545012443013138,0.8716637524796743,0.17382917747025572,0.08545745889630463,0.5565002547814115,0.9632176030186528,1
0.5527685374189522,0.9075322549713224,0.5148069903799448,0.948523518347654,0.39676638331713243,0.6959564190154255,0.7369690011768539,0
0.5396799104493076,0.19007871612006366,0.940507708528319,0.8908286027068121,0.7664112735561063,0.43063274573155075,0.44993117189771126,0
0.5437303509234969,0.6631022765288972,0.8113877976197789,0.7409374174038675,0.47408571517154974,0.7812878558732276,0.2929706690293622,1
0.4119875904518647,0.7931172187323229,0.3682700108413439,0.5105148327671585,0.977147932497035,0.8152100561404144,0.864662929325098,0
0.35280183036130697,0.12196740183602905,0.7714098369296952,0.3844075560472071,0.856127303583627,0.6230842694762843,0.9155544887566858,0
0.3303545143539607,0.5774535594092642,0.5058523340011077,0.703445121371761,0.7909538584492458,0.5778190277699455,0.09756118244174572,0
0.22473085827947303,0.8504539301383987,0.5391117247571666,0.009528906929563652,0.7731805997383453,0.816305109910863,0.5543227193401171,0
0.4385472449378486,0.5067140974407149,0.5206210202183242,0.5242776102294425,0.5811240695033141,0.015029941116904144,0.1291942780603641,1
0.11774565363547951,0.9237853399248105,0.803678540399188,0.6786597659708886,0.9011497021105285,0.5106348250941788,0.251579715464057,0
0.9015735423209381,0.04780189692061265,0.9185744407169858,0.7537599840482704,0.5898721125502232,0.1287325730366513,0.38319613181777634,1
0.06968379971361849,0.9192106829736737,0.31951768628138233,0.45108114118842435,0.37253650678578965,0.22155676270642344,0.311164215334347,0
0.8374187147485667,0.9772180477276216,0.6419210743337807,0.7451391834824194,0.19590137339271807,0.9489992384955717,0.7159989370657006,1
0.24124840836438066,0.15594210097311634,0.6284088653923976,0.09584170005378123,0.8130949130016315,0.0037102386851073366,0.07896623816337311,0
0.8532191794779191,0.43095019660909006,0.8874972575491173,0.23327464745294124,0.3711372998930085,0.30701401744436285,0.6137735415975708,0
0.7202661947472286,0.6207649226613337,0.44721168688454505,0.1446127193569674,0.7909032343899806,0.15436101249652212,0.5814145289808971,0
0.92097512126206,0.8932382882887512,0.19016053192866333,0.33983793403102225,0.9830028202072865,0.570416922510597,0.7871949832985747,1
0.8702329741435597,0.15952617288973814,0.20308587904338327,0.3441930258578204,0.3987065985080763,0.8442599218151482,0.09667849415527141,0
0.7010875235684093,0.33402795807080854,0.05127648823515463,0.37393966334715256,0.3407412710801251,0.39088879104824126,0.332604625203343,0
0.1516788230918762,0.7979298117010196,0.10072849482906354,0.4658248915320272,0.1700927858051695,0.8371854056173873,0.6971034238616184,0
0.5490453198046304,0.41000456271191565,0.3012195718592676,0.4363337354769218,0.4753516011377865,0.44023645304747616,0.7116871070657654,1
0.33982805362545143,0.6049434747744405,0.10256292437221681,0.49047193099862707,0.6540184621162676,0.9090439506404485,0.44962579391459756,0
0.8857756356404242,0.5600055232166615,0.871091428137408,0.7525966645043195,0.3127867371308164,0.8469449630413027,0.46176943331079634,1
0.8722284940547849,0.9731716956765959,0.36201854441529646,0.1420167390314192,0.4856656089693636,0.17881950358705156,0.9649593096125025,1
0.31403745239871084,0.1415312239168175,0.3684673248913034,0.35070657520050386,0.5370727985015449,0.885064028020462,0.3262279870432908,0
0.6716995792779947,0.9484405620876156,0.7575063732456356,0.00013504205501790878,0.27523734143257017,0.1925640845318537,0.15011469691136514,1
0.3382848270572134,0.5641507156878806,0.301337625398721,0.028229189861260884,0.023511440640559655,0.4903947471870148,0.9528420649913438,0
0.6781904953913194,0.9041522580553261,0.715182276582692,0.6064209482825828,0.21562391753424215,0.1960039088865072,0.8096081432611635,0
0.6138710443936849,0.11794213684903898,0.8224230055489856,0.8760015516006445,0.8031496363123867,0.3864624745332865,0.23706292847373733,0
0.5109479524520792,0.6415030138798876,0.360178038431752,0.3059097120924994,0.27806234313197276,0.9856042876405927,0.8572569328961415,0
0.8784060140676272,0.8401100363445436,0.4778119361810568,0.40189554464018595,0.013821932733225961,0.7651401904924436,0.2523014157758626,1
0.2460502656822472,0.7868815014136002,0.32222895363085324,0.20987641817745228,0.4249486566852003,0.5540737708315718,0.8274474750453352,0
0.7974666642989185,0.009938322534245758,0.42316421129032533,0.14279966929963595,0.6824712412886437,0.9354785301973614,0.6285627259621295,0
0.6895077229722929,0.4522054662122007,0.5807471490036328,0.8840981981885627,0.7524094396386135,0.3597035177454154,0.48258022044631144,0
0.2812678697706955,0.11534672436855198,0.34963971538424166,0.5721200130340051,0.4138983400186267,0.1732058604314437,0.9280729070195903,0
0.42168575461089897,0.1528251077777374,0.46413298856024243,0.7048747830502877,0.5718583914867275,0.8289526108922979,0.8093679301496617,0
0.06901417052308056,0.7062877099808511,0.4962236977102661,0.8818914704965206,0.7455082515279067,0.012175360936717117,0.12992507492256844,0
0.5975766577032856,0.9565795295312901,0.02450379042406947,0.5883932802924987,0.8892415023506486,0.8045953967355457,0.7055689571068683,0
0.8878909459755109,0.6340974411832015,0.16364896750993774,0.18028415070205595,0.639899235892585,0.0218571673070167,0.7895019522067659,0
0.11781842339802107,0.10237706080455944,0.5413743599304988,0.7133168246403565,0.6908627678169704,0.2843804312842865,0.5411276242077894,0
0.13199846000598237,0.24399659185515798,0.0026506644916182154,0.7478060500552354,0.0986751278287924,0.35549966553904755,0.27606837825411534,0
0.4745668524576646,0.3788743974239146,0.7041936420302369,0.4139485727736355,0.4204502876844305,0.31852912687610524,0.23447297470321038,1
0.28123010405783744,0.12535755117624459,0.9054649892319188,0.6168140266354177,0.8889588498559174,0.24343203931278223,0.9741459706733938,1
0.27692891141379916,0.8479681023750617,0.754569123079129,0.4845498338816414,0.16072005594491157,0.10817846076512871,0.43679346487922033,0
0.6386701341168086,0.19450518322077281,0.31415120360806637,0.3329994176311195,0.3099594211347093,0.0031800713481248133,0.5188250077167509,0
0.4102563774642892,0.12955107723374504,0.44984097017165936,0.6724161169608311,0.677963564409135,0.774711848599627,0.5981657322055345,0
0.8446475588893303,0.7256846721533149,0.6507167960704705,0.24745239887299741,0.9020739639824542,0.4569157486695601,0.10063140325753472,0
0.4289061207435837,0.12683235126557124,0.6804369386306055,0.3274708004692959,0.059040366638059893,0.16194408297778085,0.08129539558572896,0
0.6152754816410713,0.41031944714851365,0.977496899784365,0.4056887503475871,0.8704919764154813,0.08217702948400196,0.1981369079674664,0
0.39789137886833525,0.51550830475117,0.49298084924990027,0.6146202536413908,0.22032271388288116,0.2784378006036795,0.06532906686264828,0
0.2560234971697254,0.08022929369489729,0.2495348331370113,0.8522040869885862,0.8608558109001282,0.35437412342570707,0.8984722875703363,0
0.4713321064567534,0.5557882040685287,0.36219184232698043,0.614916626879342,0.8892355649566329,0.4614184269034537,0.14802427076558144,0
0.7204804260909692,0.4801640025499784,0.9224429572381841,0.7260813574697035,0.7754824253405667,0.10105351157554454,0.22656917191609016,0
0.9528091406754693,0.6684162787269551,0.6327095764814036,0.29265729611885505,0.9238165496022088,0.9799233391009086,0.5373103594709027,1
0.04216682590559795,0.21914592997366722,0.8642514051678475,0.5874150571827144,0.9611580889257444,0.2687463108700533,0.8962042259048245,0
0.5318269476809787,0.3566291440633138,0.7240855905647964,0.10385176943375163,0.9251861027480038,0.4412958944229677,0.04903121673361299,0
0.635966009185933,0.6596553390599784,0.9654303458316684,0.4632720007953425,0.5131290702910157,0.7090154305914489,0.21597445763582734,1
0.08572052673885289,0.03559662224106386,0.5012300569042324,0.6898788361508782,0.4636767631574912,0.3101902994342034,0.7173504154487823,0
0.829171023922357,0.11579494279367952,0.9499052593851011,0.17972252161914248,0.1052062599805288,0.08249696110211158,0.5191798119113347,1
0.27595199865804954,0.28355183131508377,0.8858902174383467,0.9020970792734017,0.21609096896280033,0.37654045557379967,0.5945183566149174,0
0.8749119459578175,0.106356373907188,0.8430944663355098,0.41719268602179593,0.652365385796242,0.5528727169962938,0.016953804972205333,0
0.552606961750216,0.03951246900530825,0.9390932428839643,0.6711418656568374,0.12734182264605376,0.8417539198536386,0.8668052329511315,0
0.15207892768195175,0.9873824226476844,0.5255376417725132,0.4698944980859654,0.9423805295319295,0.36792607888582707,0.5787407288239688,0
0.7392208902190904,0.45575998218221436,0.7428291190220826,0.7322581685528704,0.22704599534521974,0.889520960529575,0.8343678382242898,1
0.15722850262005406,0.5336840050996222,0.5553357697120428,0.5843032414132013,0.08793098970427471,0.5460753544600846,0.9637448770587791,0
0.7203784388482979,0.2549048963820515,0.7762609581766916,0.12257245262918814,0.235245311543957,0.7174866411944184,0.7321614942746106,0
0.8081982193893948,0.007687241920479426,0.7637524957118728,0.9247144717363909,0.04891158951707686,0.03016588570554013,0.03101048776165105,0
0.5755291451280665,0.7507241854081832,0.7584041919597146,0.6600606448874876,0.16608962520040438,0.8957273227673932,0.7115294658018593,0
0.27109244599314286,0.7237529822282807,0.4284491368744544,0.47207234885153215,0.5876840635733351,0.21344707996073164,0.5634706743560218,0
0.43733776364541077,0.9725407428893965,0.7962878743261553,0.6766048625569697,0.2891634385941736,0.3258686626191708,0.10353959370409849,0
0.5280204549710062,0.02110208240481093,0.8764893372500938,0.2608959574640506,0.8011604254881464,0.5236552764571477,0.27042706296609387,0
0.6657810997228228,0.13702073439064888,0.6362550243619883,0.7689608884371683,0.40473373512574107,0.9598298832589806,0.16884095823517853,0
0.6339255382669025,0.7121410487642788,0.45465293481459734,0.41122540852959,0.7139646102082096,0.34567510970908144,0.9248413883756463,1
0.4004243293625631,0.33007363734255557,0.8532482556175166,0.8050340147065644,0.7082938877287408,0.22050174091317498,0.7952833258072542,0
0.7581663674604794,0.0637731315104415,0.778450319571987,0.27405318564711134,0.1357782410084838,0.9607271934388089,0.7008539005725697,1
0.7714163649355044,0.3009581361836765,0.4696000944443124,0.7902799689454302,0.05658138386491085,0.8084643374857179,0.7633206392465126,1
