rainfall_mm_last_hour,rainfall_mm_forecast_next_hour,drainage_quality,elevation_relative,historical_flood_rate,current_water_level_cm,flooded
19.233668831727957,10.077989472761473,0.474416044892644,0.612082254901896,0.6048245580761592,4.234158520038412,0
18.689517246595628,9.341840628598563,0.25520889959908166,0.6501628918779663,0.5835653219000632,3.8790579197002373,0
19.07808799899404,1.2226345647777295,0.031240978990649815,0.7733000080093962,0.25571175360187537,0.1513336179103679,0
2.2383543188126658,11.34608661042317,0.6904081087789521,0.3263580127925758,0.2064242765732075,0.49031379460117763,0
0.6914991975870162,3.5977299229435094,0.4350877508488432,0.9184237336119215,0.8263581900713568,2.2258964761725846,0
11.621284125649206,21.459428970965913,0.4156781931122342,0.733204611068756,0.09272333767636654,20.76622919775655,0
11.279685554060588,14.792058210458112,0.2499867540285089,0.8047085885811869,0.5128228412009275,2.0570029938662007,0
24.99436765239598,5.778621513133467,0.5378303989980171,0.7209621638267112,0.5205608741892761,4.9348047352248265,1
0.6343535774680727,7.49014113031875,0.43802678127073147,0.3584556454325618,0.5741368068116216,0.32049952812872307,0
8.372486772345315,1.133353655446996,0.47398447302909097,0.2830324880626349,0.8856501159071357,2.1469911577162226,0
0.5634904543824657,5.394639785249722,0.580871348436382,0.42251706957901414,0.6239139400947676,2.179140164106911,0
8.712189024191677,4.677127769179047,0.006324647239735359,0.09703036053335845,0.9736337662480233,6.003782751125346,1
13.850618823070464,3.6814565374019725,0.9076959035384226,0.4512805015659471,0.8713530833487275,1.6500939840581552,0
3.0951585967192905,4.911687086878243,0.07108739694508126,0.04314098309523984,0.21474025948721154,12.507139773131295,1
9.852685301292581,33.1692853547585,0.4509247473159945,0.003945960027194495,0.24118331022530115,0.637695859333826,1
1.2301860306098136,1.2041192066718909,0.20737287523938142,0.9314989394746928,0.3447741359151706,10.254880939026068,0
0.7326181391215323,0.7208317955893777,0.5237823693698753,0.6893368605878929,0.3915144150801313,0.6328074408902982,0
2.521433617059143,4.8029515930706825,0.28023010879713783,0.5618469470659689,0.5529951203076955,9.792604448630051,0
7.209594202961264,3.205890585463168,0.8600064980626039,0.34110203942305783,0.23251263289633883,3.1798359766625106,0
3.303882637907915,8.295812945591358,0.39635983396242025,0.5705380146850741,0.22234518111376567,23.447898443640934,0
9.979087598508993,2.246309741865992,0.6387555557684373,0.8915757763383317,0.38138995736807957,0.4422225422682039,0
1.788610977698563,15.501082280161837,0.24887972814787895,0.6523801339438646,0.672023113212752,4.834083444248526,0
14.7037621131557,13.138227544927359,0.019406150494017504,0.6024819979535042,0.6881256130961884,17.77567309359229,1
9.816686905714073,1.6615274768448596,0.4041545356132761,0.46020450297167803,0.9761167400402896,4.05746971802328,1
5.246369231704005,1.0778056154365243,0.5364864895582901,0.345697030650858,0.20241543392181405,13.994097824347712,0
3.3366936504945333,9.058867695534007,0.4595471512617503,0.6985471139217118,0.3928591518569807,0.7515464084577557,0
3.6265575143861253,0.2701980321414967,0.96201436381886,0.9809809410158142,0.9646774979390604,1.9573736757800297,0
0.616617176445238,2.45044681790241,0.7068391738460283,0.4247576935205901,0.6900087426655521,1.7478941021671688,0
1.4370580349964301,16.071608157417266,0.9956698006253952,0.3922052040142008,0.5922785248220191,3.7861075900491254,0
5.482563612834002,1.094197529285289,0.29506009031397196,0.4281134723650425,0.5396460514013469,2.506705683119636,0
3.1094418892785702,6.891053371439083,0.7890532796071466,0.4255439680497215,0.07551038013625655,0.1509979639780654,0
10.113654860520851,4.986491476506566,0.5555584675466139,0.9906247733684951,0.8933738088159103,5.112444249754909,0
5.667925019329003,26.604393348963335,0.6117603544484994,0.7067782575093406,0.6255052154151076,2.1952779962330426,0
1.9034396343841309,3.6498594009521628,0.9858532004423277,0.35918444921059167,0.571667407928034,14.750638599376478,0
3.6887066900597696,13.565967299763184,0.653987199751117,0.3715023738267226,0.5395003433218426,1.604456728976693,0
5.132453897524113,18.87423347955333,0.8988168923369179,0.43079692474405573,0.3919142073211117,6.978904247869767,0
2.750666891502346,1.3071850820009143,0.725750234719247,0.036712187580449696,0.25466469136089276,3.81899408304648,0
2.575289767250484,5.1975581127025405,0.12738612172475006,0.52781640202125,0.7553219853344842,10.998696219961108,1
7.031317457540357,5.957992522886487,0.6994237103223125,0.8113809515227647,0.5095675177616621,1.2151177080487943,0
2.3755776714303956,5.135876391866141,0.48431558868548197,0.6605677932075106,0.03393953228922031,0.5504726860801175,0
10.669619400255067,13.96595061845746,0.9187979929823424,0.1984208467615416,0.39909449977216327,0.8049317046629665,0
11.126911889967259,0.40774476204430476,0.8068344471904552,0.7280342413783699,0.9286036382228325,0.4882959817258349,0
